0,1,2,3
10.07,41.39,1019.89,70.53
26.44,71.64,1004.55,85.53
13.92,39.85,1012.64,68.03
22.93,63.13,1011.6,77.09
22.69,58.46,1017.74,75.21
21.1,62.66,1011.19,83.49
17.01,44.2,1019.18,61.23
19.5,65.12,1015.53,73.87
22.12,60.77,1018.01,83.87
16.88,43.67,1011.43,73.98
20.18,43.56,1013.14,39.16
21.79,46.21,1012.89,72.0
29.52,64.79,1017.53,44.83
14.04,40.83,1008.98,82.04
24.02,70.94,1008.0,79.55
30.22,70.32,1011.63,65.97
18.76,52.9,1016.27,64.7
18.89,66.86,1012.38,71.96
13.52,40.83,1008.31,84.14
24.88,51.43,1011.28,67.38
16.7,50.88,1015.11,97.25
17.48,43.14,1018.68,74.85
31.03,74.33,1011.55,63.45
9.59,34.69,1027.65,75.32
24.54,58.66,1011.63,57.62
15.18,44.2,1019.6,72.45
23.08,64.44,1014.85,69.95
14.58,42.99,1007.55,93.56
21.73,50.32,1008.51,84.62
30.86,70.32,1011.88,62.68
30.3,73.67,1005.57,58.74
10.28,39.64,1010.45,74.15
14.94,42.77,1018.9,73.95
16.85,41.35,1006.14,79.21
13.83,44.45,1021.5,68.75
13.45,42.44,1012.79,83.12
29.69,47.93,1002.85,44.76
14.51,44.84,1023.23,82.33
26.05,44.89,1009.83,56.36
11.36,38.25,1013.22,86.16
19.53,66.54,1013.72,81.46
18.32,42.18,1002.27,95.99
11.42,41.38,1021.98,60.19
33.4,69.98,1013.29,47.78
17.98,53.29,1018.29,83.46
25.63,72.99,1008.2,86.8
16.18,44.9,1021.3,74.46
19.36,44.6,1016.25,45.65
28.36,60.23,1010.05,53.03
24.2,60.95,1014.82,59.42
20.3,48.41,1007.48,89.66
19.26,44.34,1019.45,51.32
27.71,66.93,1016.85,58.77
22.64,70.98,1005.71,95.65
19.97,50.78,1008.75,92.7
24.57,51.95,1005.8,70.07
15.2,39.0,1016.1,72.76
14.52,40.35,1011.11,69.84
6.82,41.03,1022.12,87.63
21.73,64.63,1020.84,68.9
14.54,46.18,1015.29,94.48
17.32,45.0,1022.19,40.45
25.88,63.47,1011.95,65.87
25.58,61.08,1013.37,71.27
14.09,41.66,1009.25,71.4
14.72,39.0,1016.42,76.42
23.21,58.49,1010.97,74.34
9.15,41.82,1032.88,75.11
21.96,58.79,1010.51,87.32
11.06,41.5,1013.09,89.8
25.14,64.63,1020.63,54.0
23.1,60.08,1017.69,65.44
22.32,59.8,1016.82,64.18
19.18,50.12,1005.99,100.09
7.93,41.01,1023.64,97.23
26.7,49.02,1007.68,67.97
27.01,63.78,1016.72,47.89
15.63,37.87,1020.4,74.77
11.01,43.69,1016.7,81.48
7.11,40.77,1022.4,90.95
4.97,38.91,1018.99,89.86
7.69,39.96,1023.9,89.18
19.53,50.32,1009.71,94.46
27.51,63.73,1009.97,66.14
7.38,41.22,1016.47,96.29
14.29,39.59,1010.93,94.53
19.79,60.1,1010.47,84.04
7.87,41.06,1020.91,87.64
10.02,41.44,1017.37,77.65
27.24,66.75,1017.78,69.6
16.48,41.35,1005.61,89.07
31.15,69.59,1007.82,64.96
29.41,64.05,1009.82,67.4
17.32,44.34,1019.52,56.24
20.67,63.56,1013.27,79.39
9.34,38.08,1019.56,67.74
23.62,68.63,1013.18,50.57
30.81,71.97,1008.36,75.0
13.55,42.99,1007.58,97.55
24.8,68.3,1018.01,80.41
31.13,67.45,1015.02,41.34
17.79,40.12,1012.74,79.03
14.86,44.85,1016.19,67.43
14.74,42.77,1017.71,76.59
25.19,64.44,1014.75,64.38
24.42,64.79,1016.12,69.32
9.68,41.44,1015.19,87.34
30.91,70.32,1011.92,65.59
28.59,80.18,1011.36,89.18
26.48,51.43,1006.76,74.3
14.3,42.99,1007.32,73.72
12.66,41.2,1015.88,89.12
27.31,64.44,1014.65,57.27
11.61,41.17,1019.57,58.82
21.54,58.49,1010.85,78.9
25.74,63.73,1010.88,70.87
10.42,39.35,1015.21,89.75
9.6,41.03,1021.01,69.03
31.07,73.5,1010.58,43.66
28.69,71.29,1009.22,68.35
18.88,62.96,1020.62,82.01
28.53,68.08,1013.27,42.53
22.06,64.15,1021.07,68.66
19.58,52.9,1017.46,64.64
13.61,42.34,1017.78,88.84
18.22,45.09,1013.62,75.56
10.02,39.96,1024.88,96.85
22.64,62.44,1011.82,75.07
20.53,49.16,1007.11,90.02
13.56,39.18,1023.4,63.82
11.58,41.74,1020.41,74.09
22.77,59.92,1009.67,94.09
4.93,35.19,1018.04,92.94
12.88,43.8,1023.19,59.18
13.08,41.74,1020.75,64.44
10.51,44.78,1012.59,85.29
15.85,42.28,1007.4,82.12
30.69,73.67,1006.14,60.58
14.0,43.34,1016.37,85.51
19.39,60.1,1010.28,83.31
19.31,43.56,1013.65,41.54
13.21,41.2,1016.63,74.1
21.9,55.5,1018.85,60.27
18.51,58.46,1017.21,88.1
12.55,38.91,1012.58,75.44
20.47,63.07,1012.79,88.67
20.62,48.41,1007.37,87.51
18.6,43.56,1013.9,51.16
20.48,60.29,1017.16,72.1
14.14,39.82,1012.46,81.15
21.64,44.05,1007.73,74.79
8.34,40.96,1023.28,89.45
10.02,39.66,1016.34,79.98
26.7,70.32,1011.04,86.41
5.76,45.87,1010.83,95.79
16.88,38.58,1014.72,73.99
28.57,75.33,1003.16,76.14
23.93,65.59,1011.09,87.26
10.51,37.5,1010.7,96.29
21.93,57.17,1009.81,81.15
10.73,40.35,1012.27,89.65
14.2,42.86,1031.96,69.59
26.85,57.19,1007.9,60.04
21.94,62.52,1015.99,74.56
24.15,63.13,1013.8,92.1
30.88,69.51,1011.48,46.58
17.03,43.99,1021.5,82.32
15.89,38.73,1001.45,74.37
15.1,41.35,1003.84,97.89
13.11,41.44,1015.55,74.45
5.45,39.04,1020.07,77.05
20.76,58.18,1007.8,99.22
24.35,60.27,1017.6,75.45
13.61,42.34,1017.57,91.35
31.82,71.29,1008.44,41.7
28.46,69.75,1009.46,79.75
23.34,73.5,1011.43,89.74
9.94,41.44,1015.21,87.02
29.44,64.33,1011.4,61.78
21.93,62.91,1013.45,74.62
20.45,58.96,1014.53,65.36
20.06,60.77,1017.19,88.73
22.25,60.77,1017.8,82.19
25.21,51.43,1006.43,78.55
30.11,70.8,1008.57,69.25
28.21,70.8,1010.45,77.92
13.91,40.24,1017.03,85.93
28.71,64.69,1006.52,68.38
18.48,50.16,1011.45,99.92
13.51,40.89,1011.03,84.83
30.85,70.94,1007.47,54.79
19.26,65.61,1015.03,85.74
9.43,41.4,1028.81,85.83
21.26,50.32,1008.41,87.22
22.51,59.21,1018.35,71.97
5.37,38.68,1017.76,76.48
22.61,59.87,1019.12,66.12
7.09,43.65,1019.6,72.1
22.06,59.21,1012.84,87.06
11.27,40.69,1014.35,86.63
21.67,50.32,1008.41,85.99
9.37,42.32,1015.15,82.96
21.89,74.78,1010.35,80.39
18.55,43.69,1016.84,47.95
26.95,70.8,1009.73,82.95
9.96,41.26,1022.9,83.83
24.35,58.49,1011.03,70.64
26.53,65.61,1014.29,50.9
20.41,56.03,1019.94,55.85
31.41,64.44,1013.84,49.49
18.33,44.34,1019.55,51.69
19.93,57.25,1010.6,89.34
16.52,43.7,1015.08,58.36
31.24,68.3,1015.89,42.84
18.26,58.96,1014.04,69.7
12.85,40.35,1011.29,81.27
10.8,41.66,1013.79,81.96
12.11,41.17,1019.46,62.59
26.52,43.77,1011.49,46.98
12.19,41.17,1019.43,65.47
12.33,37.73,1022.46,59.3
13.35,39.18,1023.24,61.98
23.39,64.63,1020.45,58.22
19.57,68.61,1011.13,96.4
28.2,66.75,1018.35,60.18
20.94,44.89,1009.64,75.14
27.76,65.59,1010.8,67.29
25.52,61.25,1012.84,75.98
28.03,60.23,1010.23,66.04
8.63,39.96,1024.39,99.47
14.26,43.34,1017.24,81.54
11.61,40.81,1025.68,72.08
13.23,52.72,1026.4,75.78
28.92,66.51,1015.5,34.51
13.74,34.03,1018.69,67.34
15.82,43.34,1014.52,79.07
9.59,38.56,1017.01,60.1
13.35,41.44,1015.9,66.04
6.8,37.8,1021.09,70.02
11.41,41.54,1019.94,66.49
20.26,51.19,1008.9,93.47
24.12,51.43,1006.55,83.77
11.46,39.82,1012.09,86.2
28.62,59.14,1016.36,53.1
7.46,39.81,1018.62,86.73
15.24,44.45,1020.56,66.13
14.56,40.89,1010.94,79.57
13.98,54.3,1015.58,74.91
31.24,74.22,1007.74,48.77
9.32,36.3,1027.67,73.25
24.52,59.15,1014.03,74.83
17.03,47.83,1004.94,79.68
25.1,43.77,1010.9,49.68
22.7,48.14,1014.06,60.09
27.45,66.25,1009.3,77.58
27.17,73.5,1010.36,73.29
19.6,60.95,1015.4,84.26
29.0,77.54,1011.33,75.13
19.13,66.86,1012.95,71.24
22.35,65.61,1016.27,73.93
23.47,60.77,1017.19,75.36
14.08,41.93,1023.02,59.41
27.24,44.89,1009.61,51.89
10.32,41.46,1017.98,87.66
9.32,36.3,1027.9,77.02
21.26,60.84,1018.43,78.83
25.86,60.32,1015.91,53.37
25.89,63.56,1013.82,64.51
19.13,59.21,1018.32,89.66
6.03,40.78,1025.53,98.68
31.38,72.29,1008.73,73.27
8.83,36.3,1027.08,72.69
23.48,64.15,1021.08,57.77
8.14,37.49,1009.04,80.33
17.07,41.35,1005.88,83.43
21.19,58.86,1014.19,68.96
20.3,62.52,1017.96,75.17
26.1,66.25,1009.25,84.52
20.65,57.5,1016.04,87.45
25.23,64.63,1020.59,52.2
14.15,39.28,1013.5,77.63
28.17,63.13,1012.44,66.61
10.96,45.01,1017.97,95.82
10.1,41.4,1024.29,85.94
20.6,59.15,1013.32,91.07
22.29,43.79,1015.68,41.75
21.76,47.93,1005.34,86.28
23.57,66.75,1018.06,80.19
9.88,39.66,1017.81,76.05
25.14,63.47,1012.58,70.27
7.51,41.01,1024.61,97.41
15.22,41.35,1003.12,95.45
30.1,66.25,1009.38,65.41
23.82,64.15,1020.96,60.11
21.51,65.48,1017.11,72.99
22.64,58.66,1011.68,60.97
7.21,42.03,1017.81,90.12
21.61,64.63,1020.86,69.73
11.34,43.67,1011.54,87.95
8.07,41.17,1019.4,86.43
19.95,57.25,1011.08,88.04
28.97,64.44,1014.55,54.67
15.49,54.3,1017.59,71.26
12.5,43.67,1013.99,90.91
19.38,63.56,1013.13,83.54
29.92,57.19,1008.62,45.8
22.2,51.19,1009.2,82.95
26.68,63.73,1009.7,71.55
20.78,62.52,1017.58,73.3
21.4,47.93,1005.16,88.44
24.89,64.27,1013.52,64.65
13.68,44.47,1027.81,69.53
22.32,47.93,1004.07,86.95
14.18,40.69,1014.73,74.88
16.81,45.87,1008.7,98.0
13.28,43.8,1023.17,63.98
15.63,40.56,1018.68,59.44
25.32,48.41,1008.47,72.14
22.33,59.8,1016.84,67.09
13.12,39.18,1023.11,64.33
20.21,65.06,1016.46,73.36
19.82,57.85,1011.58,97.23
3.85,35.47,1016.78,85.31
12.81,44.58,1016.49,80.76
21.44,51.19,1009.1,84.94
21.38,60.84,1017.94,82.83
15.4,40.69,1015.1,70.25
27.5,59.54,1004.88,72.7
25.89,48.41,1008.59,65.38
16.82,41.66,1010.49,63.14
18.77,52.08,1004.02,99.86
10.41,41.01,1020.12,94.27
13.94,41.26,1021.67,74.4
21.33,58.46,1016.17,79.73
24.37,63.47,1012.77,75.22
25.74,59.07,1007.37,79.89
21.28,70.72,1010.29,86.22
23.24,51.95,1006.21,78.08
22.48,71.29,1008.15,75.41
13.48,46.18,1018.15,88.38
6.69,36.24,1013.35,91.09
20.55,48.98,1016.1,63.89
27.2,77.95,1009.48,78.53
12.27,39.82,1012.18,85.58
14.4,42.99,1010.3,89.72
17.28,65.94,1013.62,89.97
28.97,78.92,1011.71,88.5
17.74,44.2,1018.87,58.59
17.43,63.09,1019.87,92.77
8.86,36.71,1025.64,79.65
14.85,43.13,1016.02,55.29
14.88,41.66,1009.4,67.15
11.67,44.6,1018.09,92.53
10.38,37.73,1021.5,75.02
13.62,40.2,1014.2,85.05
12.25,44.58,1016.47,81.15
9.95,41.82,1033.09,69.44
21.92,48.14,1013.44,67.8
25.44,63.13,1011.74,77.83
29.27,69.89,1015.21,67.16
19.8,51.19,1008.25,91.98
13.41,49.83,1008.83,87.14
14.33,45.51,1015.42,71.55
25.76,63.94,1018.49,42.14
18.83,58.46,1016.85,87.16
22.19,58.49,1010.91,77.03
15.29,44.88,1018.85,73.67
27.76,71.97,1008.53,86.97
23.36,62.52,1016.18,68.18
18.41,42.44,1012.66,65.93
22.92,61.9,1013.27,78.32
29.55,72.29,1007.94,84.45
30.13,71.98,1004.95,63.62
32.5,73.68,1014.65,55.72
8.37,40.92,1021.82,86.03
20.36,66.05,1015.86,87.19
27.18,64.44,1012.81,61.27
30.19,64.79,1017.22,42.47
28.67,69.14,1008.24,72.68
24.04,72.43,1008.02,87.2
23.39,63.21,1011.91,84.57
20.28,57.25,1010.12,88.42
27.52,66.25,1008.21,78.8
18.15,58.46,1017.42,88.24
14.75,41.16,1009.58,86.96
11.6,39.96,1011.65,80.79
22.61,50.32,1008.41,79.4
29.86,64.79,1017.37,44.8
14.24,41.4,1019.7,70.32
25.15,68.51,1013.25,72.31
8.42,40.64,1022.35,96.38
29.32,63.77,1013.24,55.1
30.15,67.32,1013.83,32.8
12.09,40.6,1013.85,85.72
16.66,41.16,1007.37,76.82
33.27,66.44,1010.63,43.47
26.96,65.34,1015.05,46.93
16.73,39.64,1008.94,74.91
22.19,70.02,1011.03,82.49
28.71,70.32,1011.78,76.53
15.92,44.85,1015.84,59.99
9.83,41.17,1019.34,72.29
14.28,42.77,1020.06,81.77
23.45,69.04,1010.5,80.77
18.23,60.95,1016.74,78.85
23.71,60.23,1009.76,90.67
12.74,41.38,1021.92,56.67
8.51,41.26,1023.17,87.79
22.69,64.45,1012.82,45.03
18.28,45.0,1022.47,43.03
12.29,42.18,1016.53,83.13
23.26,63.56,1013.64,71.3
18.36,53.16,1013.14,79.89
19.51,44.05,1008.52,78.38
12.82,46.18,1018.53,88.46
11.99,38.28,1013.65,91.31
7.44,41.04,1021.84,88.56
18.9,57.5,1016.21,93.9
14.41,42.77,1019.84,82.54
20.71,46.63,1013.1,74.49
15.27,38.73,1002.83,77.77
27.54,51.43,1012.3,54.82
12.3,40.69,1015.74,82.58
26.67,70.94,1007.7,56.56
23.33,58.95,1017.93,66.37
23.63,58.79,1017.2,67.68
27.04,48.41,1008.57,60.73
15.86,43.67,1011.11,82.24
33.15,68.51,1012.9,51.91
17.2,40.55,1000.68,72.67
18.41,42.04,1011.69,64.88
23.97,64.33,1010.54,84.65
27.82,59.15,1012.74,42.78
20.77,60.1,1011.11,81.09
20.3,59.8,1015.24,78.75
14.05,40.69,1015.66,74.39
25.03,57.5,1014.96,62.23
24.48,66.25,1009.42,88.17
26.75,58.33,1013.55,45.47
17.28,39.99,1007.09,74.25
20.2,60.1,1010.66,84.24
23.35,59.92,1009.86,88.6
14.92,41.16,1004.83,83.7
14.94,41.35,1004.82,98.04
23.04,48.06,1014.16,54.99
8.66,40.11,1032.86,75.31
15.97,52.72,1024.72,65.97
25.1,69.89,1015.42,85.81
11.57,44.63,1020.7,91.11
12.14,40.27,1007.57,73.22
23.21,63.94,1013.56,80.23
12.39,40.75,1016.05,81.91
13.67,38.53,1009.3,81.85
29.14,67.45,1015.51,46.47
12.68,40.69,1014.46,79.77
14.39,44.21,1019.77,85.7
20.92,49.15,1021.15,49.76
25.42,73.17,1012.29,85.86
7.07,37.49,1010.35,87.19
22.99,56.57,1013.93,78.77
28.08,64.44,1013.02,64.34
17.8,43.72,1008.71,78.5
21.7,64.44,1014.95,73.33
15.04,41.35,1004.29,99.1
24.39,63.77,1013.3,77.53
28.85,59.27,1011.69,51.8
18.2,52.72,1025.87,54.26
19.76,58.79,1017.37,89.09
9.13,39.04,1022.36,74.6
27.76,44.89,1009.4,50.15
20.11,57.25,1010.36,88.89
21.9,63.13,1011.54,81.83
14.02,40.75,1016.05,70.65
16.58,45.87,1009.66,97.59
16.57,53.82,1015.17,63.69
17.67,43.7,1015.26,58.76
21.99,51.19,1009.19,82.58
22.44,58.16,1017.28,63.68
21.17,58.16,1017.16,68.11
18.88,44.06,1013.81,68.54
28.66,77.95,1009.56,69.07
5.53,40.64,1020.78,97.25
22.49,56.9,1007.65,63.34
24.75,58.79,1009.87,71.97
21.39,52.3,1009.52,88.67
20.85,48.7,1007.11,87.2
16.23,43.69,1016.4,68.9
12.24,41.62,1013.38,90.26
7.69,38.06,1020.72,83.47
13.17,36.71,1012.82,72.76
17.33,53.16,1013.77,82.77
19.59,59.87,1018.28,84.83
20.72,44.57,1008.96,72.57
9.18,42.44,1014.52,98.04
13.51,44.9,1019.29,77.24
7.49,39.81,1019.03,87.29
24.34,66.05,1019.26,74.58
21.39,63.9,1013.44,70.95
24.96,60.27,1018.68,69.97
20.74,49.69,1010.91,69.1
27.13,59.54,1004.33,73.27
10.1,41.17,1019.18,84.87
27.29,62.66,1007.63,58.02
28.54,69.59,1008.84,78.62
15.7,42.99,1007.51,76.05
17.18,63.09,1020.67,93.58
12.38,45.51,1016.15,81.37
20.27,63.09,1016.6,90.7
19.48,58.66,1013.32,73.16
17.0,45.09,1013.52,88.32
19.69,56.65,1020.82,71.54
21.13,51.43,1007.43,88.72
22.2,59.21,1017.87,73.34
23.19,58.82,1009.96,81.05
24.26,56.57,1013.86,70.35
12.19,41.17,1019.43,65.47
25.11,56.89,1013.33,67.31
28.38,72.39,998.93,73.85
21.78,51.43,1007.45,88.71
18.22,49.25,1020.33,61.87
21.08,44.05,1008.13,72.52
10.27,38.38,1022.16,70.77
9.25,41.82,1033.25,74.73
22.1,74.87,1009.4,85.78
21.2,59.39,1014.04,85.06
22.35,58.59,1013.99,79.78
24.56,71.94,1006.81,89.59
23.84,63.47,1012.54,76.33
23.77,59.21,1011.97,80.08
10.08,40.72,1022.7,67.3
28.82,64.79,1016.74,56.34
19.11,58.95,1017.07,85.49
13.07,43.13,1016.93,70.02
15.61,40.89,1010.48,80.26
24.49,65.59,1011.52,85.12
9.27,36.3,1026.93,72.13
11.3,44.6,1018.19,91.66
9.46,36.66,1026.22,72.58
28.12,44.89,1009.18,47.14
19.05,53.16,1013.22,82.8
23.46,51.19,1009.6,73.22
28.84,60.23,1009.7,59.0
19.16,63.09,1017.71,91.15
14.62,46.18,1014.75,96.81
6.9,39.81,1016.74,88.24
11.65,41.54,1020.09,67.96
21.29,59.04,1012.49,84.23
30.51,60.75,1009.86,51.0
11.03,42.32,1017.26,90.56
19.27,43.14,1013.17,39.85
9.41,41.54,1019.48,82.19
10.4,45.01,1018.58,93.48
22.88,65.48,1017.33,66.26
25.96,63.78,1016.95,49.47
22.57,68.3,1017.43,87.69
21.46,46.63,1012.97,71.29
24.97,59.87,1018.7,59.94
13.93,40.2,1013.41,89.86
23.79,58.49,1011.0,75.39
26.58,59.39,1014.49,65.87
19.7,54.42,1011.83,89.86
18.03,53.16,1013.06,82.03
8.39,36.24,1013.39,89.13
17.67,50.88,1015.64,90.55
26.68,49.02,1008.4,68.01
21.31,58.05,1012.94,88.39
15.09,44.34,1019.46,60.49
11.94,44.6,1018.69,85.33
24.65,72.43,1007.99,90.05
30.94,64.44,1014.36,53.76
18.15,45.01,1013.06,72.4
26.23,63.56,1013.57,65.81
14.12,39.4,1008.02,76.45
17.85,46.48,1007.79,83.59
15.16,50.88,1013.88,100.11
26.63,73.68,1015.15,85.13
5.23,40.78,1025.13,92.74
11.8,45.09,1013.21,89.68
17.13,43.79,1016.09,58.94
27.39,69.14,1008.82,78.35
28.85,66.54,1010.73,43.27
7.47,40.64,1020.47,94.8
26.35,59.44,1012.16,63.73
13.8,40.2,1013.12,90.59
25.67,68.3,1017.16,74.19
29.04,76.09,1007.52,75.44
14.26,42.86,1011.33,88.37
20.11,51.19,1007.82,92.06
20.14,46.93,1014.66,64.22
17.4,63.09,1020.84,92.58
17.28,44.06,1018.15,66.93
11.42,41.54,1020.21,71.57
18.82,61.27,1019.5,72.23
32.51,69.98,1013.29,54.07
13.5,41.44,1015.72,68.36
20.48,51.43,1007.4,90.7
5.15,35.19,1018.63,93.94
12.99,43.8,1023.16,64.65
22.3,44.57,1008.48,67.58
25.96,60.95,1014.52,50.03
10.63,37.5,1008.93,98.14
10.58,39.61,1020.39,71.69
23.56,67.79,1010.14,89.72
28.24,65.74,1013.4,64.87
13.48,41.44,1015.64,71.46
21.3,59.39,1013.83,84.53
19.83,51.19,1008.13,91.29
19.32,52.9,1016.86,68.2
20.7,58.16,1016.73,68.19
21.39,62.96,1019.49,72.24
24.61,69.68,1012.06,92.47
19.0,58.95,1018.05,83.38
26.64,73.56,1004.98,93.31
20.82,63.77,1014.28,86.37
23.24,63.78,1017.1,63.8
9.0,36.3,1027.11,75.89
25.72,66.86,1007.47,69.14
14.24,45.01,1013.54,88.68
23.12,69.71,1008.98,84.41
18.31,46.21,1010.46,82.15
20.78,68.28,1008.75,60.87
26.34,68.67,1006.54,72.48
11.49,41.54,1020.17,70.91
24.63,59.57,1010.45,85.36
20.6,66.86,1013.08,62.48
23.74,52.3,1008.88,76.34
24.63,59.57,1010.45,85.36
14.13,53.82,1016.72,64.85
19.61,56.65,1020.64,63.74
13.98,44.58,1016.48,77.59
27.42,65.74,1013.43,69.42
22.32,64.27,1014.35,82.98
25.68,59.44,1012.33,67.29
12.42,38.25,1012.76,82.23
16.82,47.45,1010.19,88.48
30.98,67.45,1015.18,45.4
22.78,62.44,1011.79,75.43
28.76,60.23,1010.03,58.24
18.25,43.14,1011.51,55.16
20.18,43.43,1011.31,65.11
13.6,41.2,1015.92,85.05
18.36,51.43,1010.57,90.17
8.04,40.64,1020.64,89.26
12.41,41.44,1015.46,76.9
9.32,37.73,1022.14,79.49
22.36,58.79,1016.69,73.6
30.93,69.98,1013.33,62.1
29.22,60.23,1009.73,61.5
26.46,74.67,1016.65,84.44
29.36,68.94,1007.5,79.91
15.25,41.17,1016.0,62.05
27.28,44.89,1009.02,49.9
23.28,60.84,1017.91,67.5
14.82,44.2,1018.98,72.8
11.33,41.5,1013.58,88.7
25.5,63.56,1013.85,64.69
14.85,39.39,1013.93,76.27
26.18,69.14,1006.54,85.95
15.91,38.62,1016.2,63.63
24.64,58.49,1011.2,72.67
22.11,59.8,1016.86,70.14
26.54,69.34,1009.5,87.18
24.98,58.05,1011.69,69.97
24.34,62.96,1019.7,61.44
21.97,58.79,1010.93,86.7
19.89,51.43,1007.38,91.79
14.77,44.9,1020.5,84.31
24.38,60.84,1017.85,62.23
21.12,62.96,1020.83,69.96
16.53,46.18,1010.2,95.42
12.95,41.38,1021.97,53.83
8.73,41.26,1020.54,91.37
25.8,44.57,1008.0,52.56
26.48,69.14,1009.31,84.11
31.56,66.44,1008.91,64.16
24.0,58.05,1011.28,74.32
14.6,44.84,1023.58,88.21
12.88,42.74,1026.25,74.54
11.2,41.38,1021.65,61.89
12.53,42.03,1017.57,81.57
25.52,59.15,1013.88,65.37
23.46,59.27,1010.6,79.79
30.46,66.75,1017.81,54.48
11.45,45.01,1018.88,92.12
30.04,64.44,1014.46,52.19
31.44,64.44,1014.04,49.15
18.9,62.96,1020.69,80.57
21.92,58.79,1010.09,89.7
27.6,67.25,1017.78,54.25
20.64,49.21,1014.86,58.47
23.03,44.89,1010.26,59.85
25.78,59.15,1013.61,66.68
15.3,41.76,1022.57,71.56
24.94,59.07,1008.89,84.79
23.81,46.93,1013.19,54.82
25.42,59.04,1011.98,68.78
12.21,44.34,1017.98,86.17
27.98,58.33,1013.92,54.25
27.36,63.31,1013.7,51.58
23.64,58.49,1011.4,74.2
12.25,48.79,1017.44,88.91
12.59,44.34,1017.01,85.57
24.47,57.85,1013.05,66.34
24.67,58.05,1011.31,69.95
11.02,38.28,1013.51,95.66
9.11,40.64,1020.68,86.91
8.43,40.69,1020.36,87.28
25.43,72.39,1002.65,88.13
16.32,50.88,1013.37,97.19
21.69,47.45,1007.56,77.2
22.43,55.97,1008.97,85.98
22.09,65.59,1015.54,72.44
11.05,40.75,1016.55,87.08
18.12,63.09,1019.32,89.21
26.45,47.43,1008.87,53.25
23.1,72.99,1008.85,90.54
12.19,44.63,1018.96,80.91
12.42,40.24,1016.59,90.01
19.02,52.72,1025.44,51.9
14.65,35.4,1016.16,60.26
27.33,73.18,1012.26,82.18
18.94,48.7,1007.82,92.88
16.29,44.34,1019.49,59.36
20.95,48.14,1013.3,67.72
11.98,44.6,1018.59,86.71
19.65,51.3,1014.81,90.23
14.33,42.86,1010.82,88.59
16.22,46.36,1020.04,91.73
20.01,43.77,1012.13,65.53
27.43,63.87,1017.6,43.33
11.87,44.6,1018.81,84.68
27.37,63.31,1012.89,60.11
5.3,35.19,1019.33,93.86
24.85,58.05,1011.5,70.12
21.61,58.62,1017.61,76.07
25.42,66.05,1016.74,68.92
8.14,41.26,1020.61,91.28
30.05,66.44,1008.46,76.82
20.53,54.9,1016.61,61.28
30.04,67.25,1017.65,52.84
19.69,56.65,1020.77,62.83
9.64,39.35,1015.1,91.76
9.14,38.91,1018.62,89.88
12.83,41.5,1013.12,86.07
27.63,70.17,1000.42,85.22
12.31,44.03,1007.78,94.42
13.44,40.69,1014.54,77.97
20.92,57.76,1017.22,75.86
26.95,72.24,1011.16,73.14
4.97,40.64,1020.91,94.28
13.78,42.03,1017.51,84.94
8.7,36.24,1013.34,89.5
24.02,77.54,1008.33,83.92
7.52,39.61,1018.61,78.96
14.14,39.59,1010.84,96.02
12.22,41.2,1016.81,81.22
25.01,59.54,1007.91,80.93
20.08,58.12,1015.53,80.84
14.98,39.58,1011.78,75.07
24.38,57.17,1009.85,74.46
23.97,44.57,1007.35,62.71
21.98,58.79,1010.72,86.85
22.52,64.27,1014.34,82.77
13.66,41.67,1013.43,80.56
22.39,59.04,1011.78,86.39
10.4,42.44,1014.24,93.48
25.96,60.32,1016.17,55.51
19.83,59.44,1012.98,91.24
26.09,58.41,1013.64,64.58
22.72,62.4,1010.28,80.79
20.08,58.79,1017.32,81.59
12.77,40.71,1014.66,72.81
14.89,39.58,1012.26,77.58
21.9,57.76,1017.45,66.89
11.48,44.6,1018.29,90.76
17.01,50.59,1015.8,80.95
7.34,40.72,1023.01,80.08
12.74,39.13,1008.19,94.81
9.37,44.77,1020.61,87.31
22.5,59.54,1007.99,93.63
15.79,38.28,1014.4,74.84
23.15,58.79,1011.11,82.49
24.39,51.86,1014.92,59.98
21.97,58.12,1015.29,77.47
27.0,73.42,1012.2,87.28
22.76,44.05,1006.95,74.07
21.43,60.95,1015.27,75.49
21.03,70.02,1010.21,95.69
16.37,39.64,1009.19,76.92
30.62,66.75,1017.68,53.68
19.63,52.72,1025.09,51.16
15.9,41.35,1006.28,78.2
15.8,53.82,1015.87,68.48
19.26,58.46,1015.74,84.64
10.36,37.83,1005.87,98.56
12.57,39.18,1023.09,77.28
13.9,41.17,1016.84,72.9
13.93,42.86,1032.37,71.11
21.37,57.76,1018.8,70.12
12.81,45.51,1015.46,79.97
28.25,57.19,1007.99,67.9
15.35,35.4,1016.3,57.12
10.06,39.61,1020.87,74.01
5.04,40.64,1021.35,93.63
12.04,38.25,1013.08,82.45
29.12,51.43,1005.93,60.66
13.84,42.18,1015.74,79.76
26.78,52.3,1008.52,61.23
29.77,69.98,1013.32,69.6
13.01,41.17,1017.26,76.2
26.9,77.95,1017.47,75.58
19.94,44.9,1008.52,74.69
16.71,40.56,1019.48,49.88
18.28,44.2,1018.83,52.88
21.26,51.43,1009.96,80.66
12.49,38.25,1012.61,83.32
7.24,38.06,1020.6,85.36
8.33,39.72,1020.24,82.84
24.2,57.85,1013.05,70.29
23.76,58.82,1011.75,77.34
32.26,73.68,1014.75,60.9
8.3,36.08,1020.63,80.42
24.33,46.93,1013.61,53.02
