AT,V,AP,RH,Y
21.03,63.86,1014.84,71.72,450.64
23.35,47.01,1015.03,73.9,456.3
22.32,47.93,1004.07,86.95,440.21
25.9,59.54,1007.3,78.38,439.36
12.81,44.34,1015.55,90.37,474.03
25.82,69.68,1012.69,89.94,439.58
27.22,66.48,1004.59,52.66,436.06
20.99,67.07,1005.17,82.41,442.02
28.87,71.97,1008.74,82.61,435.86
13.9,39.54,1007.01,81.33,471.16
12.27,39.82,1012.18,85.58,477.54
6.71,40.72,1022.78,80.69,483.11
17.53,42.24,1016.9,60.95,470.63
7.98,43.52,1022.45,97.68,481.93
11.41,40.62,1015.56,57.62,466.83
12.99,40.55,1007.52,94.15,472.18
19.58,50.12,1009.82,100.1,449.44
29.79,77.17,1009.68,64,432.84
24.99,48.92,1010.03,41.26,443.12
30.01,68.27,1006.88,51.67,428.6
10.42,41.26,1008.48,96.76,472.54
12.68,45.01,1013.86,83.26,448.69
26.38,69.88,1008.42,86.25,432.25
7.46,39.81,1018.62,86.73,484.13
11.21,39.85,1013.01,75.55,480.61
22.83,65.18,1012.24,79.74,442.43
16.83,46.48,1007.21,87.23,455.64
33.43,66.44,1010.29,53.45,433.01
6.49,35.57,1025.4,79.67,486.8
5.96,36.25,1029.4,88.63,488.2
4.97,38.91,1018.99,89.86,489.96
6.39,35.57,1025.53,77.23,487.69
20.87,57.19,1006.5,77,445.95
7.69,39.96,1023.9,89.18,478.05
12.14,40.27,1007.57,73.22,472.84
21.87,61.45,1011.13,92.22,445.21
14.39,44.21,1019.77,85.7,465.03
28.57,51.43,1012.02,47.79,450.04
22.18,62.39,1007.84,85.74,452.31
31.09,64.05,1011.32,61.14,440.62
27.44,66.56,1005.51,69.28,428
14.28,44.84,1024.84,79.09,474.57
31.18,70.36,1006.38,56.74,438.46
23.55,62.96,1020.16,70.16,447.65
24.6,67.69,1008.67,67.69,440.22
5.82,40.78,1024.82,96.01,470.02
21.87,69.45,1014.04,71.19,439.97
10.89,44.2,1018.3,86.32,479.16
9.61,39.04,1023.45,75.66,483.86
24.78,50.16,1004.56,70.22,448.51
20.77,69.51,1012.96,62.89,442.82
25.05,58.59,1013.37,66.14,442.93
29.33,52.84,1006.04,44.3,438.25
29.14,61.5,1009.64,39.95,437.76
19.27,50.9,1011.72,83.14,455.09
9.14,37.36,1015.22,78.06,491.97
16.27,56.89,1013.74,84.36,454.88
31.56,66.44,1008.91,64.16,430.11
11.25,40.67,1011.64,63.54,480.49
25.37,68.31,1011.12,70.99,441.76
18.41,42.04,1011.69,64.88,465.64
11.41,41.4,1019.01,78.59,449.5
27.57,60.07,1016.52,54.75,440.12
24.37,65.61,1014.5,65.67,443.13
21.09,67.07,1004.38,89.01,444.75
12.82,38.62,1018.71,83.8,467.41
26.42,59.54,1007.02,76.28,438.5
27.14,70.32,1007.08,73.08,427.21
25.54,61.08,1013.77,69.64,448.57
14.47,42.86,1031.55,66.73,466.64
16.15,41.85,1016.54,81.58,466.56
18.86,51.43,1010.27,86,446.91
13.9,42.86,1030.82,71.89,473.76
11.64,41.39,1017.36,83.4,479.53
25.71,71.14,1010.02,66.39,432.46
9.45,43.5,1018.89,84.29,476.1
11.41,41.54,1019.94,66.49,477.89
26.37,70.79,1005.31,77.3,428.5
9.63,41.14,1027.99,87.89,469.73
18.25,60.1,1009.72,90.15,456.25
9.76,40.71,1020.88,91.82,470.95
26.79,62.44,1011.51,72.46,440.55
29.12,67.32,1014.21,48.8,435.2
28.69,67.25,1017.71,44.6,436.21
25.72,72.39,1003.01,86.38,432.77
13.83,41.49,1020.11,87.29,469.57
9.32,36.3,1027.67,73.25,479.52
10.42,43.79,1016.22,90.75,474.79
22.05,48.14,1015.81,69.94,447.37
14.85,45.87,1009.37,84.65,462.67
22.56,70.98,1005.66,95.95,440.81
14.05,40.35,1011.52,66.21,475.54
12.34,40.1,1015.77,92.26,470.92
8.46,39.66,1015.14,85.38,484.16
8.42,43.14,1011.62,80.32,483.49
26,69.89,1015.12,73.06,433.5
23.76,61.5,1009.15,68.52,441.16
26.59,66.49,1013.32,49.76,439.72
9.2,39.99,1011.73,85.95,484.04
12.68,45,1022.54,77.19,479.69
24.73,69.94,1006.09,59.15,439.86
24.46,68.61,1011.02,76.66,440.58
22.63,57.17,1009.83,77.43,433.54
10.77,41.46,1021.42,87.18,479.22
21.97,58.95,1017.78,76.95,443.61
23.56,49.16,1003.31,66.98,445.36
9.16,42.44,1014.43,93.67,480.98
24.18,59.92,1009.88,79.54,438.85
11.2,41.54,1019.94,67.18,479.03
24.8,66.51,1016.74,65.72,441.34
23.31,60.37,1005.17,82.75,438.52
7.51,43.02,1014.35,86.46,485.38
32.91,73.68,1014.49,50.62,426.28
8.31,40.46,1020.07,78.18,476.72
23.05,58.86,1013.84,62.21,445.46
33.95,68.14,1002.33,48.98,427.25
32.2,69.68,1012.12,42.47,437.35
21.28,70.32,1011.06,90.12,439
13.7,45.64,1019.18,92.66,467.9
22.29,43.79,1015.68,41.75,461.23
16.16,25.88,1009.58,72.24,461.86
10.12,39.96,1025.98,98.63,471.6
11.37,41.5,1013.57,88.82,475.94
13.79,45.08,1023.3,83.59,465.69
23.94,51.95,1008.61,73.42,448.67
26.54,71.14,1007.52,72.04,431.31
17.07,41.35,1005.88,83.43,464.6
33.82,73.03,1013.49,42.17,439.3
6.86,41.38,1021.35,90.78,487.49
9.64,40.56,1022.51,78.62,483.39
7.73,39.04,1018.61,68.23,482.39
12.04,41.58,1018.02,88.91,464.45
17.3,58.59,1015.52,87.17,454.88
10.22,39.96,1025.05,96.05,471.36
17.28,65.94,1013.62,89.97,454.76
23.25,71.29,1008.05,71.36,442.21
33.67,80.18,1010.83,60.87,431.99
34.63,74.33,1011.7,31.45,428.54
15.71,44.06,1018.34,71.69,465.05
21.86,49.21,1014.61,53.31,452.77
20.76,44.58,1017.09,57.47,462.01
16.8,56.03,1020.65,85.26,461.96
27.86,63.07,1011.11,56.81,440.48
29.54,69.48,1008.91,56.07,427.82
7.41,40.81,1026.15,88.96,488.48
26.67,70.94,1007.7,56.56,439.13
18.87,43.43,1009.16,69.5,454.58
9.68,41.06,1022.75,87.44,476.67
15.56,41.1,1003.55,76.92,464.42
27.89,73.17,1009.85,64.22,432.83
9.32,41.39,1020.03,70.21,481.88
30.28,67.22,1014.39,53.32,447.67
24.97,68.61,1011,55.04,453.26
32.5,73.68,1014.65,55.72,427.63
4.65,35.19,1018.23,94.78,489.36
21.24,60.84,1017.99,82.22,445.71
7.24,39.04,1019,68.69,485.57
15.43,40.89,1010.63,73.03,468.35
17.79,44.9,1020.5,69.72,457.72
11.77,39.39,1012.9,85.8,478.51
7.61,44.71,1019.41,70.48,485.36
8.62,39.66,1015.18,89.59,482.99
23.61,59.39,1015.11,78.84,438.08
25,59.43,1007.84,68.91,438.28
21.23,57.32,1010.99,75.17,443.87
12.47,38.25,1012.74,82.89,469.56
11.95,40.69,1015.62,85.34,475.4
14.29,39.59,1010.93,94.53,463.04
18.31,62.1,1020.38,79.02,455.24
23.76,58.82,1011.75,77.34,444.57
20.34,46.63,1013.16,79.08,453.62
25.61,58.86,1013.9,54.9,444.77
4.97,40.64,1020.91,94.28,485.43
21.37,81.56,1006.57,81.56,434.38
5.99,35.79,1011.56,91.69,484.82
28.08,73.17,1011.19,73.1,430.8
24.33,46.93,1013.83,44.59,447.54
14.87,41.2,1016.27,70.51,467.01
13.83,42.86,1030.77,75.09,470.21
10.31,38.18,1018.02,70.1,476.31
9.27,40.22,1008.1,89.24,481.23
25.47,60.75,1007.27,65.91,438.42
9.06,36.3,1015.14,58.71,477.38
14.76,49.64,1026.31,75.67,461.16
25.66,61.08,1013,71.21,446.05
14.19,39.52,1018.34,77.25,467.14
8.95,38.56,1017.85,64.34,475.43
32.95,67.9,1005.88,45.15,425.89
31.93,72.58,1006.9,56.27,425.14
22.81,71.85,1009.61,75.17,440.4
27.37,72.58,1008.16,79.94,428.05
28.37,68.12,1012.41,45.87,436.42
9.83,41.17,1019.34,72.29,478.21
18.23,60.95,1016.74,78.85,455.53
9.87,40.81,1017.17,84.25,473.2
13.07,43.13,1016.93,70.02,471.47
21.47,58.79,1017,76.97,446.33
6.54,39.33,1011.54,93.69,491.16
26.85,63.56,1013.25,52.84,444.39
8.75,40.77,1021.99,86.46,478.85
24.7,58.46,1015.58,68.64,439.7
29.11,74.78,1009.6,56.93,438.75
13.53,42.86,1014,90.63,471.73
11.5,40.78,1023.91,86.31,467.74
22.28,59.92,1009.36,95.38,437.85
27.95,73.5,1010.42,58.01,435.45
28.17,63.13,1012.44,66.61,439.94
6.05,42.85,1013.09,91.88,485.02
6.86,42.49,1007.95,93.96,486.14
8.57,40.23,1017.53,90.46,484.17
15.09,41.76,1022.4,76.22,463.27
27.04,73.67,1006.82,77.45,431.1
34.11,73.56,1006.77,45.92,432.78
6.44,39.33,1011.8,93.5,490.57
31.14,67.32,1013.93,38.37,436.64
18.72,60.07,1015.81,70.55,454.35
29.78,73.42,1011.27,52.79,445.58
25.42,67.25,1017.92,68.61,439.43
13.73,41.92,1031.01,64.92,466.29
12.74,39.13,1008.19,94.81,468.57
13.43,43.69,1016.21,73.01,475.36
19.62,68.63,1012.26,68.05,453.84
6.69,40.64,1020.54,92.83,483.01
25.69,72.43,1006.86,86.38,429.99
8.85,41.06,1020.99,86.05,486.4
14.07,46.18,1017.77,87.83,465.05
29.12,67.83,1008.05,46.86,432.46
12.8,41.16,1022.43,86.19,462.72
27.82,52.84,1006.23,52.18,440.31
21.39,51.3,1013.39,89.05,452.7
10.91,42.34,1021.83,94.99,470.91
21.46,51.61,1010.91,76.41,457.28
9.68,40.22,1007.6,89.97,479.56
25.35,66.56,1008.75,66.88,436.51
24.49,70.79,1005.51,88.65,430.54
9.5,37.36,1015.13,63.41,478.8
11.69,39.22,1017.05,55.51,472.76
12.54,41.62,1010.86,83.42,461.08
30.98,67.48,1009.96,58.92,439.39
15.5,39.16,1016.24,78.13,469.52
27,73.17,1009.82,64.43,434.94
4.24,39.9,1009.28,96.74,491.25
16.39,41.96,1011.7,94.85,463.99
10.17,41.46,1020.01,84.86,482.36
21.7,64.44,1014.95,73.33,448.51
22.91,60.07,1016.03,59.72,446.19
29.6,67.79,1010.37,51.05,442.43
11.37,39.16,1016.54,87.05,480.54
30.93,69.98,1013.33,62.1,432.25
30.14,67.69,1006.54,57.05,426.91
10.22,39.16,1015.71,96.2,478.45
32.34,74.99,1002.77,42.83,433.07
14.45,44.84,1023.28,82.79,461
13.61,41.74,1021.66,62.83,471.79
13.8,45.08,1023.99,79.72,466.71
24.01,60.84,1018.83,63.82,436.32
12.38,48.04,1012.78,100.13,465.99
25.86,76.2,1005.73,69.35,438.75
8.14,36.24,1013.15,87.85,480.25
24.66,57.43,1013.17,71.82,445.41
7.87,41.06,1020.91,87.64,486.57
29.24,74.67,1015.81,59.95,432.61
22.9,49.3,1003.45,80.95,441.77
6.91,39.37,1019.58,71.02,488.2
10.6,41.46,1021.23,89.02,481.3
29.22,72.39,1000.87,77.39,430.24
7.5,38.06,1021.96,83.45,485.98
27.92,69.23,1013.21,44.43,435.62
23.18,72.99,1009.01,90.09,439.12
11.92,41.2,1016.99,81.24,476
6.75,39.4,1011.28,90.84,483.77
27.47,66.86,1006.1,70.2,437.45
24.35,73.17,1012.2,85.88,435.66
6.43,39.61,1017.51,83.8,480.58
25.16,58.82,1009.63,72.62,442
26.57,44.57,1007.76,50.39,445.49
28.16,61.47,1009.19,62.53,442.48
33.71,69.98,1013.09,42.62,431.99
10.42,39.35,1015.21,89.75,478.52
13.45,42.44,1012.79,83.12,473.96
13.47,41.14,1026.09,82.96,463.67
11.02,41.26,1020.69,92.13,471.93
29.85,71.58,1010.04,58.66,432.26
24.57,66.54,1004.44,83.15,432.41
14.47,39.58,1011.31,69.85,467.34
25.64,50.05,1006.97,67.72,440.86
11.92,43.8,1022.96,60.49,470.33
12.19,40.23,1017.76,81.44,474.92
22.86,58.96,1014.03,54.96,451.82
24.33,49.16,1003.46,61.04,441.2
32.81,77.17,1009.17,53.13,430.53
11.12,41.54,1020.13,75.07,477.69
6.94,39.61,1017.74,81.43,480.07
14.43,43.5,1021.86,83.14,466.58
30.02,73.5,1010.52,44.91,429.84
20.55,46.21,1013.21,73.18,448.66
31.53,70.94,1007.11,50.04,431.84
3.99,39.64,1011.53,83.58,492.06
35.77,73.56,1006.36,36.31,430.14
26.2,74.67,1016.69,84.38,430.22
20.6,44.58,1017.67,48.36,466.2
15.81,54.3,1017.8,68.45,461.63
11.83,38.25,1013.36,85.33,473.31
28.83,66.44,1008.47,77.49,430.01
23.02,67.25,1017.17,72,443.44
10.74,44.85,1014.25,71.61,476.83
8.9,41.4,1030.83,85.63,472.95
23.46,73.18,1012.07,88.14,438.62
9.03,37.14,1012.79,76.27,478.95
8.37,40.92,1021.82,86.03,476.02
16.41,44.92,1024.27,84.16,462.12
6.3,39.33,1010.63,94.26,489.95
24.85,71.98,1005.97,95.09,433.64
9.48,40.11,1025.49,73.81,472.16
32.35,77.95,1014.76,60.88,432.72
24.13,73.18,1012.62,91.52,436.22
25.27,63.91,1009.82,75.48,440.39
13.27,42.28,1008.3,86.2,468.86
10.64,39.61,1018.33,66.81,471.48
30.28,79.74,1006.96,70.21,433.45
25.77,62.96,1019.86,58.07,442.83
29.08,67.07,1005.73,57.18,435.57
11.6,40.27,1008.55,72.12,473.89
23.25,70.32,1009.28,86.52,437.96
28.29,47.93,1002.6,53.23,437.13
24.89,64.27,1013.52,64.65,444.21
21.47,65.61,1015.92,76.22,447.42
9.59,40.11,1026.05,74.27,470.71
17.13,43.79,1016.09,58.94,465.3
13.39,49.83,1007.14,90.88,466.04
21.96,69.94,1011.09,80.27,441.15
13.69,40.83,1008.53,84.81,471.26
6.26,41.31,1002.04,87.54,485.57
5.53,40.64,1020.78,97.25,479.88
13.56,43.67,1011.34,94.02,467.09
8.94,36.71,1025.5,80.45,477.62
4.84,38.5,1011.96,81.62,491.23
27.89,68.12,1012.78,48.72,435.69
8.77,42.49,1010.7,86.78,469.1
31.68,74.16,1011.3,55.94,434.61
26.75,43.21,1012.29,87.28,430.45
32.55,73.03,1014.36,44.83,439.81
30.55,68.24,1009.43,63.84,426.8
19.68,62.96,1020.41,82.26,453.58
26.84,70.36,1007.41,71.47,442.17
28.42,73.5,1011.23,72.79,435.59
11.23,39.72,1018.46,60.62,475.04
33.38,71.06,1008.1,64.83,430.98
20.06,60.77,1017.19,88.73,447.35
9.6,41.82,1032.93,72.63,475.01
30.97,67.9,1005.98,55.6,428.26
22.31,70.32,1009.22,89.53,437.83
25.58,47.01,1014.5,63.53,454.39
7.32,39.42,1026.15,76.51,476.12
6.75,39.9,1008.3,87.42,484.05
19.08,46.93,1010.6,75.21,454.45
33.95,80.18,1010.3,56.69,432.22
11.54,45.51,1017.19,83.02,474.73
30.22,68.3,1014.91,34.9,434.3
19.8,51.19,1008.25,91.98,446.66
10.05,41.17,1018.98,83.71,481.38
29.6,71.58,1010.34,52.56,434.64
8.13,39.96,1026.07,95.84,477.12
25.77,73.68,1014.18,87.53,429.84
25.42,59.04,1011.98,68.78,444.51
26.05,65.59,1012.78,67.03,437.04
30.3,73.67,1005.57,58.74,431.57
31.98,64.05,1010.49,58.01,439.56
7.49,36.08,1020.27,85.69,483.26
28.69,73.18,1012.23,68.57,431.36
26.06,49.02,1007.59,74.08,437.9
21.52,46.21,1010.62,67.62,449.08
13.86,50.59,1019.2,97.22,467.23
17.54,42.42,1008.97,67.67,471.28
27.76,75.33,1003.69,79.62,433.03
24.27,63.9,1013.5,61.09,450.26
8.76,41.82,1033.29,76.5,480.08
7.67,35.77,1017.55,60.97,480.06
23.56,51.86,1014.04,73.9,448.04
27.32,73.42,1012.07,86.3,432.74
29.09,72.43,1006.86,65.47,427.3
13.58,39.28,1016.17,79.17,472.17
4.99,39.04,1020.45,78.89,472.52
18.77,58.66,1010.34,87.25,454.54
8.73,41.92,1029.41,89.72,480.99
27.02,71.25,1000.48,87.86,438.33
23.7,69.23,1011.73,73.18,437.15
12.42,43.14,1015.88,79.48,471.1
14.53,39,1016.48,76.36,464.86
20.6,59.15,1013.32,91.07,443.76
31.18,74.34,1003.81,63.59,434.15
7.61,41.26,1009.05,97.32,480.68
22.95,63.94,1013.91,81.52,438.33
16.71,42.99,1007.72,75.35,465.09
14.44,40.1,1015.51,79.78,468.19
29,75.33,1001.6,71.43,432.65
8.55,35.77,1016.15,73.32,481.44
24.49,65.61,1014.71,63.47,447.26
17.66,44.9,1020.5,71.33,457.11
7.95,40.72,1023.7,84.19,486.14
21.86,60.27,1016.06,90.48,446.31
8.54,38.08,1019.75,71.24,478.31
20.97,47.43,1007.64,71.18,448.22
19.58,52.9,1017.46,64.64,458.28
28.95,66.75,1018.22,60.48,432.39
25.25,58.46,1015.54,70.76,444.05
32.78,71.22,1005.12,48.77,438.77
16.69,40.56,1019.92,51.43,469.9
25.15,62.91,1012.23,48.22,444.19
22.93,58.2,1017.75,54.09,444.95
7,38.5,1014.09,81.32,489.52
9.7,37.14,1012.79,75.2,475.77
33.4,69.98,1013.29,47.78,432.44
21.13,51.43,1007.43,88.72,445.4
8.86,40.23,1017.57,90.47,478.05
25.11,58.79,1015.99,60.55,442.34
26.65,73.18,1012.27,83.12,437.7
5.17,35.57,1026.68,79.86,491.32
26.27,62.91,1011.97,48.06,447.76
26.14,61.02,1010.13,66.71,436.17
14.01,45.08,1023.28,82.49,464.79
12.87,41.5,1013.51,85.72,469.44
9.03,40.71,1025.98,81.94,484.97
24.32,71.14,1011.71,71.65,435.34
14.85,40.69,1014.91,72.64,469.3
30.11,70.8,1008.57,69.25,432.33
22.66,68.3,1017.73,86.92,431.27
28.4,74.93,1013.65,48.6,442.23
25.18,47.93,1002.92,60.33,441.29
13.79,40,1016.02,70.17,461.16
27,69.4,1004.86,82.2,433.83
26.7,49.02,1007.68,67.97,438.92
10.09,41.01,1019.89,96.55,471.15
25.12,77.95,1009.26,82.95,433.4
23.25,63.78,1016.01,72.01,448.82
6.25,39.04,1019.65,71.27,484.14
7.94,35.77,1017.04,63.22,480.38
31.11,72.25,1012.34,44.45,434.22
7.4,40.72,1022.56,87.67,484.29
10.77,41.54,1019.94,71.13,477.81
16.36,43.99,1021.34,85.13,465.81
12.07,40.81,1025.63,68.02,475.96
10.32,41.46,1017.98,87.66,479.61
12.95,41.23,993.74,96.35,469.05
30.72,71.58,1009.98,50.39,430.46
23.22,59.15,1014.58,75.18,443.7
15.29,44.88,1018.85,73.67,463.32
27.83,59.57,1011.22,71.05,443.85
24.86,65.34,1012.99,60.33,447.25
25.76,73.5,1011.44,81.36,437
19.78,54.42,1011.74,89.34,456.84
28.19,62.6,1017.34,46.95,449.61
27.88,62.66,1009.51,56.44,441.32
10.2,41.62,1016.52,98.09,462.87
28.98,62.66,1009.1,52.62,438.45
19.77,65.06,1016.22,74.95,448.26
30.59,70.04,1010.28,50.56,429.13
26.48,73.06,1008.07,90.73,433.31
9.34,40.77,1012.14,90.81,477.36
7.17,41.92,1031.97,83.86,485.08
16.1,36.71,1013.58,74.41,471.46
23.69,77.54,1009.32,89.7,440.21
31.99,53.53,1004.98,53.53,432.43
20.5,49.69,1009.6,70.81,452.94
12.9,43.41,1015.92,59.15,464.26
26.71,66.25,1008.11,79.28,435.41
24.73,48.6,1004.03,63.37,439.99
27.22,69.04,1008.89,70.62,440.85
25.68,70.17,1001.38,85.89,433.92
26.05,46.21,1011.31,55.25,450.86
27.91,72.24,1010.74,70.8,430.73
33.5,70.8,1008.99,57.24,433.19
30.8,73.17,1010.51,51.93,432.24
7.87,41.17,1020.33,77.77,486.2
4.49,40.27,1012.01,76.5,494.24
17.14,44.2,1018.91,62.18,457.02
26.41,68.24,1010.6,77.79,428.52
15.04,38.01,1022.46,78.29,468.12
12.03,40.75,1015.93,85.07,474.97
32.39,74.16,1008.53,61.09,431.17
24.29,63.57,1010.29,87.3,443.28
15.95,42.24,1017.71,69.32,465.35
13.92,41.16,1003.83,88.69,465.33
7.52,39.61,1018.61,78.96,481.54
27.86,65.18,1012.87,55.53,436.26
8.83,41.92,1031.8,78.97,483.38
4.43,38.91,1019.04,88.17,491.9
27.32,76.09,1007.77,74.64,443.13
26.17,48.92,1009.87,34.43,440.09
27.19,71.58,1010.85,76.1,436.77
30.56,71.25,1000.3,70.55,431.92
13.25,43.7,1013.61,76.05,472.22
17.8,46.48,1007.27,81.31,452.66
14.28,43.02,1012.97,49.44,467.83
25.59,73.5,1011.19,81.52,435.48
22.97,72.24,1011.15,95.85,437.41
30.08,67.25,1017.6,53.09,434.01
31.59,43.5,1005.12,43.5,429.96
31.71,69.04,1008.79,49.32,441.15
24.72,77.54,1008.39,81.03,438.52
6.61,36.24,1013.57,91.8,483.12
18.63,61.27,1019.69,73.67,454.03
22.53,62.39,1007.84,86.4,450.08
15.92,37.64,1014.93,83.73,464.14
7.64,42.28,1008.49,83.42,483.74
13.78,45.78,1025.27,95.72,462.88
14.39,40.35,1011.33,64.86,472.43
23.59,71.73,1009.69,87.06,435.67
15,41.17,1015.57,64.82,468.72
25.31,49.82,1014.62,62.15,453.05
9.53,44.03,1008.87,89.99,471.23
22.95,70.98,1005.36,93.76,438.83
28.47,67.69,1004.79,56.51,430.67
24.48,66.25,1009.42,88.17,441.07
25.87,59.43,1008.34,65.83,440.26
29.83,71.43,1011.93,55.8,439.34
14.24,41.16,1010.16,87,471
19.69,56.65,1020.86,73.41,455.32
18.09,43.72,1008.64,74.15,453.02
31.21,66.44,1008.57,65.76,430.7
14.12,41.39,1018.73,76.51,472.88
22.51,59.21,1018.35,71.97,444.66
26.45,75.6,1017.42,74.5,436.89
24.96,60.27,1018.68,69.97,442.67
27.38,70.04,1011.18,72.26,428.88
8.96,40.02,1031.21,82.32,475.47
12.99,41.93,1020.25,74.64,472.95
19.89,51.43,1007.38,91.79,448.85
23,49.5,1014.15,66.68,454.44
25.69,64.45,1013.05,42,450.94
30.47,72.86,1004.02,66.35,432.51
32.09,79.74,1006.92,61.5,432.85
14.5,40.66,1016.81,82.93,463.53
32.42,75.08,1004.82,41.62,436.26
29.29,70.02,1010.13,46.93,438.84
13.21,41.2,1016.63,74.1,474.26
14.31,42.86,1031.14,69.6,465.36
26.92,64.69,1006.66,76.14,437.62
26.96,62.39,1008.14,73.95,437.41
31.17,69.51,1010.51,43.11,428.94
22.58,52.3,1009.04,78.99,445.6
3.99,39.9,1009.74,96.81,490.91
27.63,71.98,1005.45,82.88,426
22.46,48.41,1008.66,80.85,442.57
28.39,65.51,1014.52,66.48,438.78
9.29,39.04,1022.72,74.29,482.55
12.11,41.17,1019.46,62.59,475.53
10.26,39.13,1010.94,87.78,474.16
11.83,43.14,1010.06,88.14,471.98
22.18,45.09,1014.04,43.13,455.4
11.87,41.58,1017.29,90.3,464.77
24.77,57.17,1010.66,73,441.12
15.58,40.66,1016.34,87.42,460.61
10.9,40.67,1016.66,65.09,482.4
22.06,59.21,1012.84,87.06,442.31
29.01,66.56,1006.44,57.62,428.32
29.24,60.23,1009.62,59.71,438.24
25.42,68.08,1011.2,76.58,433.82
9.66,41.06,1021.21,84.7,482.2
10.91,39.61,1018.44,64.38,469.42
33.82,72.29,1008.67,46.95,432.13
29,69.68,1012.78,66.09,442.79
34.96,68.94,1006.17,59.26,431.48
23.77,69.13,1011.05,89.41,434.08
6.64,35.19,1019.83,76.01,484.03
28.07,70.32,1007.17,67.02,430.29
14.21,39.16,1016.5,85.09,473.87
22,59.54,1004.55,95.25,439.37
23.55,65.12,1016.23,66.65,446.44
29.25,67.32,1013.88,38.57,437.94
26.92,51.43,1012.29,59.33,437.35
25.71,71.73,1009.72,75.29,434.16
30.88,69.51,1011.48,46.58,433.14
30.15,69.88,1007.2,73.67,434.75
31.19,68.3,1014.86,39.1,430.48
19.47,58.79,1016.8,87.26,450.17
10.82,39.96,1025.53,95.89,468.57
31,71.77,1006.29,48.56,431.07
10.92,40.92,1021.84,83.03,467.05
20.77,45.87,1008.07,76.22,452.71
12.47,45.01,1017.8,95.25,467.18
17.14,41.66,1010.97,57.66,463.38
25.27,67.07,1006.34,66.35,445.81
22.05,63.31,1012.39,76.95,444.37
19.1,43.79,1016.02,77.34,462.28
7.31,43.02,1014.19,86.43,484.82
13.8,39.39,1013.85,81.95,471.7
31.68,70.79,1004.05,54.5,429.55
24.68,48.06,1013.83,54.97,447.96
14.59,42.44,1012.7,83.92,470.86
25.63,58.86,1014.86,52.75,443.84
31.51,71.97,1007.84,71.18,430.11
28.09,70.02,1010.84,51.29,437.83
13.35,39.18,1023.24,61.98,469.34
29.45,74.16,1010.49,64.87,438.11
28.78,64.96,999.75,56.43,432.66
20.77,43.77,1010.76,63.12,453.46
23,60.37,1005.34,83.73,437.6
14.33,43.41,1015.43,55.4,462.94
13.85,45.08,1024.86,83.85,468.35
21.39,58.05,1013.03,86.44,449.76
26.67,59.44,1012.01,58.83,441.29
24.97,54.2,1012.68,74.25,439.71
5.41,45.87,1008.47,97.51,479.48
13.85,41.39,1018.62,75.55,471.45
21.85,63.86,1020.16,68.84,445.62
9.86,41.01,1018.49,98.71,467.37
10.96,37.5,1013.46,79.54,471.05
24.65,63.86,1018.37,56.15,442.89
27.24,69.13,1009.28,70.85,432.36
28.32,68.12,1011.62,46.75,433.59
30.97,74.22,1007.93,49.74,431.58
21.98,55.97,1009.12,89.51,442.65
25.96,68.08,1011.34,71.57,432.82
12.22,40.78,1024.02,85.46,464.12
16.64,48.92,1011.55,78.76,452.56
23.38,48.78,1019.03,78.69,446.18
10.05,41.58,1021.35,95.19,469.03
20.25,58.59,1012.99,65.98,452.18
12.76,43.7,1015.13,65.34,475.73
22.86,60.08,1017.2,67.11,452.34
13.44,39.39,1012.93,84.29,469.67
12.73,44.34,1015.11,93.55,472.94
10.27,38.38,1022.16,70.77,475.58
14.99,41.35,1004.56,98.9,466.85
25.18,71.98,1006.71,89.86,432.88
28.84,75.6,1018.41,53.96,442.69
16.77,49.39,1018.61,95.86,459.38
21.95,57.76,1018.02,67.72,452.27
26.66,70.02,1010.88,58.37,439.99
8.3,40.35,1012.37,98.17,481.77
9.22,40.92,1021.83,85.43,474.51
21.55,60.27,1017.42,92.59,443.93
12.61,41.79,1015.82,91.9,461.37
33.13,74.34,999.57,48.34,433.73
23.62,49.21,1014.1,49.54,443.53
9.15,44.03,1012.45,81.67,474.26
23.1,66.05,1020.28,80.62,439.03
12.19,40.75,1015.13,88.98,475.36
13.07,42.18,1014.98,87.77,461.71
26.06,65.34,1014.07,57.63,444.55
8.94,42.07,1018.9,85.93,473.34
29.92,57.19,1008.62,45.8,438.99
21.47,60.93,1006.46,87.83,442.75
26.13,79.74,1005.61,90.27,431.29
30.49,64.44,1013.43,51.73,438.09
29.84,74.87,1009.64,61.39,435.05
5.95,39.48,1005.16,63.6,486.07
26.51,50.05,1006.75,65.34,440.22
30.65,65.18,1012.51,42.32,436.79
24.91,58.69,1008.22,82.81,435.96
22.07,50.78,1008.6,61.33,449.96
25.48,60.29,1017.55,51.22,443.77
30.82,76.2,1007.47,59.3,432.22
10.48,39.58,1011.81,88.86,472.61
19.85,56.53,1020.57,74.05,457.17
26.53,60.07,1016.55,54.79,438.54
13.72,49.83,1006.88,89.49,463.65
19.72,51.19,1008.51,95.28,446.01
23.55,73.18,1011.85,87.97,437.88
23.96,51.3,1011.81,71.81,451.11
10.75,45.01,1018.73,93.16,471.47
13.07,38.47,1015.16,57.26,468.9
13.48,41.26,1021.92,78.24,466.88
10.1,41.4,1024.29,85.94,474.28
21.4,47.93,1005.16,88.44,445.2
20.14,65.06,1014.81,80.01,444.84
20.57,44.9,1008.39,62.69,456.18
14.74,43.99,1023.13,86.31,461.82
